,description,end_date,exhibitors,lat,lng,location,name,start_date,type,visitors
1817,"Chief Information Officer Leadership Forum brings together IT executives to develop relationships, exchange ideas and find solutions to navigate digital transformation. The topic areas: The business of transformation creating a roadmap for change. Cultivating a customer-centric culture, Defining innovation at the C-suite level, Demystifying and deploying blockchain for effective adoption and achievable results, Creating value for your organization through data analytics, machine learning and AI, Becoming more agile through clearly defined micro-services and API-based integration.",2018-02-13,50,37.7749295,-122.4194155,"San Francisco, USA",Chief Information Officer Leadership Forum San Francisco,2018-02-13,Conference,-1
1818,"FILEX will offer greater opportunities for fitness professionals to deepen their knowledge and skills in the hottest and most in-demand topics. To be ahead of the game in a competitive fitness landscape, it is essential to stay abreast of the latest information available. In order to be the best, it helps to learn from the best.",2019-04-14,500,-33.873366,151.199391,"14 Darling Dr Sydney NSW 2009, Sydney, Australia",Filex,2019-04-12,Trade Show,20000
1819,"Cognitive Manufacturing Conference is Europe's first platform bringing together all stakeholders who play an active role in machine learning, intelligent data, testing & validation, and high-performance computing. The event provides you with precise insights into new technical innovations and challenges regarding the integration of AI and machine learning into manufacturing. Discover chances and the next era of cognitive manufacturing.",2019-07-02,50,52.518325,13.388244,"Friedrichstrasse 151 10117 Berlin, Berlin, Germany",Cognitive Manufacturing Conference,2019-07-01,Conference,-1
1820,"Fontwell Indoor & Outdoor Antiques Vintage Retro And Collectors Fair is a 1 day event being held on 6th MAY 2019 at the Fontwell Park Racing & Events in Fontwell, United Kingdom. This event is organized for researchers, students etc. to gain knowledge related to antique crafts.",2018-05-28,100,50.85454,-0.652808,"Fontwell Ave, Fontwell, Arundel BN18 0SX, Fontwell, UK",Fontwell Indoor & Outdoor Antiques Vintage Retro And Collectors Fair,2018-05-28,Trade Show,1000
1821,"Caffe Culture Show continues to play a significant role in the industry by providing exhibitors the perfect opportunity to grow their businesses. The show attracts trade industry professionals, comprising of independent coffee shop owners and buyers from the multiples and high street chains, will descend upon the Business Design Centre looking for new and innovative ways to extend their offering and increase their bottom-line.",2019-10-29,200,51.535472,-0.104971,"Business Design Centre Ltd,, 52 Upper St, London N1 0QH, London, UK",Caffe Culture Show,2019-10-28,Trade Show,4000
1822,This course has been designed to provide basic training and a good introduction to those concerned with veterinary pharmacogivilance. New entrants and support staff as well as experienced personnel who require a better understanding of veterinary drug safety will benefit from the practical guidance provided. Key terminology will be explained and roles and responsibilities will be clarified. There will be plenty of time for interaction and questions and answers to enable participants to get a good understanding of this complex subject.Benefits of attending:Gain an overview of the European regulatory framework n Be aware of Volume IXbLearn about VICHUnderstand adverse event reportingHear about causality assessmentMinimise the impact of data with errorsKnow the requirements for periodic safety update reportsGet to grips with literature searchesUnderstand the implications of the proposed EU pharmacovigilance legislation and Brexit,2018-11-08,50,51.496,-0.170317,"11 Thurloe Pl, Kensington, London SW7 2RS, London, UK",Introduction to Veterinary Pharmacovigilance,2018-11-07,Conference,-1
1823,"Alibaba E-Commerce Expo Sydney provides the attendees with the opportunity to capitalize on the largest, most exciting consumer market in the world, connect with people from Alibaba and its ecosystem of partners, learn from Alibaba executives and leading experts, meet the small businesses, brands, and agribusinesses who have already found success, and much more.",2019-08-31,500,-33.873366,151.199391,"14 Darling Dr Sydney NSW 2009, Sydney, Australia",Alibaba E-Commerce Expo Sydney,2019-08-30,Trade Show,20000
1824,"Brookdale Park, located a half a mile from the Garden State Parkway on the border of Bloomfield and affluent, arty Montclair, is a lovely setting for a quality, outdoor fine art and craft show. Presently in its 31st year, the Spring Brookdale show is co-sponsored by the Essex County Department of Parks, Recreation and Cultural Affairs and Rose Squared Productions, Inc., is designated #52 by Sunshine Artist Magazine in the top 100 Classic and Contemporary show category, and features 160 fine artists and crafters and has an estimated 12,000-plus attendance.Most exhibitors can park behind their space with their canopy backdrop in place.Setup is all day Friday and early Saturday morning. The free-to-the-public show runs from 10am-5pm. Jurying for jewelry closes on January 8. Other categories are juried on an ongoing basis with categories closing as they fill. Food vendors are invited to apply; please contact us regarding fees.",2019-10-20,140,40.834109,-74.18733,"E Circuit Dr, Bloomfield, NJ 07003, Bloomfield, USA",Fall Fine Art & Crafts at Brookdale Park,2019-10-19,Trade Show,10000
1825,"The Market Focus UK Equities covers areas like fantastic networking opportunities At this event. The fund managers investing across the market-cap spectrum in the UK will address these issues and reveal where they are still finding value in the current environment. Delegates attending this event will also benefit from fantastic networking opportunities, informative Q&A sessions.",2019-03-27,-1,51.519085,-0.086436,"3 South Pl, London EC2M 2AF, London, UK",Market Focus UK Equities,2019-03-27,Conference,-1
1826,"The KARRASS Effective Negotiating Seminar will illustrate the attendees on how to find Both-Win deals through firsthand experience, interactive discussions, and mock negotiating sessions. Effective Negotiating programs are fast-paced and fun and provide the experience needed to succeed in business and in life.",2019-10-04,50,52.506927,13.345468,"Budapester Str. 2 10787 Berlin, Berlin, Germany",Effective Negotiating Seminar Berlin,2019-10-03,Conference,-1
1827,"The PuppetConf, organized by the Puppet Labs will take place from 9th October 2018 at the The Village in San Francisco, United States Of America. The conference will cover areas like Puppet provides system administrators with a simplified platform that allows for consistent, transparent, and flexible systems management.",2018-10-09,-1,37.782539,-122.409292,"969 Market St, San Francisco, CA 94103, San Francisco, USA",PuppetConf,2018-10-09,Conference,-1
1828,"Buffalo Falling Leaves Train  Show display products like the Sporting Goods, Toys & Games industry. It is organized by Toy Train Collectors Society Ltd. It is New York State's largest and most active organization devoted to the Collection, preservation, and operation of the treasured electric trains of days gone by.",2018-10-14,500,40.70598,-73.978003,"4555 Columbia Ave Depew, NY 14043, New York, USA",Buffalo Falling Leaves Train Show,2018-10-14,Trade Show,5000
1829,"When we took our first steps 10 years ago and started planning the first GERMAN RUM FESTIVAL, we couldnaEUR(tm)t imagine what would happen to this little idea. Today, 10 years later, the GERMAN RUM FESTIVAL is one of the most important events in the rum world. Bigger, higher, farther was never our concern, nevertheless, or exactly therefore, the GERMAN RUM FESTIVAL is today the largest fair of the world in the range Rum, Rhum & Cachaca. We are already looking forward to it and promise: You can be curious!. The 9th German Rum Festival is over and leaves a lasting impression on all of us. We never thought that our little festival would develop like that and itaEUR(tm)s one of the biggest in the world. ThataEUR(tm)s why we would like to mention a special one, the cornerstone of the German Rum Festival: our team of family, friends and helpers that supports us throughout the year.",2018-10-14,500,52.498687,13.375016,"Luckenwalder Str. 4-6, 10963 Berlin, Berlin, Germany",German Rum Festival And Exhibition,2018-10-13,Trade Show,20000
